Show_Id,Category,Title,Director,Cast,Country,Release_Date,Rating,Duration,Type,Description,Year_Added,Month_Added,Main_Genre,Main_Country
s7442,TV Show,Voice,Unknown,"Jang Hyuk, Lee Ha-na, Baek Sung-hyun, Ye-sung, Son Eun-seo, Kwon Jae-hwan, Lee Ju-seung, Kim Jae-wook",South Korea,2020-11-01,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own fatherâ€™s murder.",2020.0,11.0,Crime TV Shows,South Korea
s1833,Movie,Double Dad,Cris D'Amato,"Maisa Silva, Eduardo Moscovis, Marcelo MÃ©dici, Laila Zaid, Pedro Ottoni, Rayana Diniz, Caio Vegatti, FafÃ¡ de BelÃ©m, Thaynara Og, Roberto Bonfim",Brazil,2021-01-15,TV-G,105 min,"Children & Family Movies, Comedies, Dramas","While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.",2021.0,1.0,Children & Family Movies,Brazil
s466,Movie,American Heist,Sarik Andreasyan,"Hayden Christensen, Adrien Brody, Jordana Brewster, Tory Kittles, Akon, Luis Da Silva Jr., Lance E. Nichols, Joe Chrest","Canada, Luxembourg",2019-10-23,R,95 min,"Action & Adventure, Dramas",An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.,2019.0,10.0,Action & Adventure,Canada
s170,Movie,A Family Affair,Tom Fassaert,Tom Fassaert,"Netherlands, Denmark, South Africa",2016-10-16,TV-PG,111 min,"Documentaries, International Movies",The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.,2016.0,10.0,Documentaries,Netherlands
s2524,TV Show,Great Interior Design Challenge,Unknown,"Tom Dyckhoff, Daniel Hopwood, Sophie Robinson",United Kingdom,,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style.",,,British TV Shows,United Kingdom
s997,Movie,Blue Is the Warmest Color,Abdellatif Kechiche,"LÃ©a Seydoux, AdÃ¨le Exarchopoulos, Salim Kechiouche, AurÃ©lien Recoing, Catherine SalÃ©e, Benjamin Siksou, Mona Walravens, Alma Jodorowsky, JÃ©rÃ©mie Laheurte, Anne Loiret, BenoÃ®t Pilot, Sandor Funtek, Fanny Maurin","France, Belgium, Spain",2016-08-26,NC-17,180 min,"Dramas, Independent Movies, International Movies","Determined to fall in love, 15-year-old Adele is focused on boys. But it's a blue-haired girl she meets on the street who really piques her interest.",2016.0,8.0,Dramas,France
s5062,Movie,"RafaÅ‚ BanaÅ›, MichaÅ‚ Leja Laugh out Loud",Unknown,"RafaÅ‚ BanaÅ›, MichaÅ‚ Leja",Unknown,2016-09-19,TV-MA,64 min,Stand-Up Comedy,Young Polish comedians RafaÅ‚ BanaÅ› and MichaÅ‚ Leja present a high-energy stand-up show at Warsaw's Klub Hybrydy.,2016.0,9.0,Stand-Up Comedy,Unknown
s2150,Movie,Ferrari Ki Sawaari,Rajesh Mapuskar,"Sharman Joshi, Boman Irani, Ritwik Sahore, Paresh Rawal, Deepak Shirke, Satyadeep Misra, Aakash Dabhade, Nilesh Diwekar, Vidya Balan",India,2019-08-01,TV-PG,133 min,"Comedies, International Movies, Sports Movies",A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.,2019.0,8.0,Comedies,India
s7267,TV Show,Tundukkan Playboy Itu,Unknown,"Hafidz Roshdi, Uqasha Senrose, Alif Satar, Mawar Rashid",Unknown,2018-01-08,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Under pressure from his parents to settle down, a pleasure-seeking playboy falls for a woman who's like nobody he's ever met.",2018.0,1.0,International TV Shows,Unknown
s1371,Movie,Christmas with a Prince,Justin G. Dyck,"Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, Liam MacDonald, Ilamaria Ebrahim, Charles Shaughnessy, Julia Baldwin",Canada,2020-11-04,TV-PG,86 min,"Comedies, Dramas, Romantic Movies",A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients.,2020.0,11.0,Comedies,Canada
s3359,Movie,Khoon Khoon,Mohammed Hussain,"Danny Denzongpa, Mahendra Sandhu, Rekha, Faryal, Helen, Jagdeep",India,2017-09-01,TV-14,132 min,"Action & Adventure, International Movies","As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of â€œDirty Harry.â€",2017.0,9.0,Action & Adventure,India
s4547,TV Show,NSU German History X,Unknown,"Anna Maria MÃ¼he, Albrecht Schuch, Sebastian Urzendowsky, Almila Bagriacik, Tom Schilling, AndrÃ© Hennicke, Florian Lukas, Liv Lisa Fries, Sylvester Groth, Florian Stetter, Nina Gummich, Jonas Leonhardi, Ben MÃ¼nchow, Maximilian Jaenisch",Germany,2016-07-07,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After German reunification, the neo-Nazi National Socialist Underground begins a killing spree while cops fight an uphill battle to catch them.",2016.0,7.0,Crime TV Shows,Germany
s5680,Movie,SMOSH: The Movie,Alex Winter,"Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein, Jillian Nelson, Brittany Ross, Michael Ian Black, Steve Austin",United States,2015-09-22,PG-13,83 min,Comedies,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip.",2015.0,9.0,Comedies,United States
s6079,Movie,The American Game,Mostafa Abu Seif,"Nahed El SebaÃ¯, Ahmed Fahmi, Shaima Saif, Bayoumi Fouad, Entsar",Unknown,2020-10-01,TV-PG,91 min,"Comedies, International Movies, Romantic Movies",A financially struggling young couple's relationship is tested when the CEO of the company they work for tempts them with a nearly irresistible offer.,2020.0,10.0,Comedies,Unknown
s1088,Movie,Break Up 100,Lawrence Cheng,"Ekin Cheng, Chrissie Chow, Ivana Wong, Jase Ho, Alex Lam, Wen Xin, Miriam Chin Wah Yeung, Eric Kot, Kar Lok Chin",Hong Kong,2018-12-01,TV-14,105 min,"Comedies, International Movies, Romantic Movies","After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships.",2018.0,12.0,Comedies,Hong Kong
s6095,Movie,The Art of War,Christian Duguay,"Wesley Snipes, Anne Archer, Maury Chaykin, Marie Matiko, Cary-Hiroyuki Tagawa, Michael Biehn, Donald Sutherland, Liliana Komorowska, James Hong","United States, Canada",2020-07-01,R,117 min,Action & Adventure,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name.",2020.0,7.0,Action & Adventure,United States
s2886,Movie,I Am,Onir,"Juhi Chawla, Rahul Bose, Nandita Das, Sanjay Suri, Manisha Koirala, Purab Kohli, Shernaz Patel, Abhimanyu Singh, Arjun Mathur, Radhika Apte","India, Japan",2019-03-04,TV-MA,106 min,"Dramas, Independent Movies, International Movies","Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories.",2019.0,3.0,Dramas,India
s4713,Movie,Over the Moon,Glen Keane,"Cathy Ang, Phillipa Soo, Ken Jeong, Robert G. Chiu, John Cho, Sandra Oh, Ruthie Ann Miles, Margaret Cho, Kimiko Glenn, Artt Butler, Irene Tsu, Clem Cheung, Conrad Ricamora","China, United States",2020-10-23,PG,100 min,"Children & Family Movies, Music & Musicals","Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",2020.0,10.0,Children & Family Movies,China
s801,TV Show,Becoming Champions,Unknown,Unknown,Mexico,2018-08-01,TV-G,1 Season,"Docuseries, International TV Shows",This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,2018.0,8.0,Docuseries,Mexico
s4554,TV Show,Nurses Who Kill,Unknown,Unknown,United Kingdom,2017-08-01,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal.",2017.0,8.0,British TV Shows,United Kingdom
s5981,TV Show,Tango,Unknown,"Bassel Khayyat, Daniella Rahme, Bassam Moughneih, Dana Mardini, Youssef Haddad, Talal Jarday, Sameera Barody",Lebanon,2019-04-03,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Shocking secrets begin to unravel when the aftermath of a car crash leaves four best friends questioning the truth of their relationships.,2019.0,4.0,International TV Shows,Lebanon
s995,TV Show,Blown Away,Unknown,Unknown,Canada,2019-07-12,TV-14,1 Season,"International TV Shows, Reality TV","Ten master artists turn up the heat in glassblowing sculpture challenges for the chance to win $60,000 in prizes and the title of champion.",2019.0,7.0,International TV Shows,Canada
s5360,Movie,Sam Kinison: Live in Vegas,Walter C. Miller,Sam Kinison,United States,2018-12-31,TV-MA,71 min,Stand-Up Comedy,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.,2018.0,12.0,Stand-Up Comedy,United States
s7237,TV Show,Trotro,Unknown,Unknown,France,2020-07-01,TV-Y,1 Season,Kids' TV,"Trotro the donkey may be opinionated, but he's as sweet as can be in this animated series that's full of lessons for children.",2020.0,7.0,Kids' TV,France
s1818,Movie,Don't Go Breaking My Heart 2,Johnnie To,"Louis Koo, Gao Yuanyuan, Miriam Chin Wah Yeung, Vic Chou, Daniel Wu","Hong Kong, China",2018-12-01,TV-14,113 min,"Comedies, International Movies, Romantic Movies","Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise.",2018.0,12.0,Comedies,Hong Kong
s3245,Movie,Junebug,Phil Morrison,"Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Frank Hoyt Taylor, Celia Weston, Scott Wilson, Jill Wagner, Victoria Jackson, Chuck Russell, Jerry Minor, Matt Besser",United States,2019-03-01,R,107 min,"Comedies, Dramas, Independent Movies","When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.",2019.0,3.0,Comedies,United States
s5793,TV Show,StarBeam,Unknown,"Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina",United States,2020-09-08,TV-Y,2 Seasons,Kids' TV,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!",2020.0,9.0,Kids' TV,United States
s7683,TV Show,Wynonna Earp,Unknown,"Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley, Michael Eklund, Katherine Barrell, Greg Lawson, Natascha Girgis","Canada, United States",2019-07-16,TV-14,3 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.,2019.0,7.0,International TV Shows,Canada
s2003,Movie,End of Watch,David Ayer,"Jake Gyllenhaal, Michael PeÃ±a, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cle Sloan, Jaime FitzSimons, Cody Horn, Shondrella Avery, America Ferrara",United States,2019-11-23,R,109 min,Action & Adventure,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",2019.0,11.0,Action & Adventure,United States
s6569,Movie,The Last Runway,"Rodrigo SalomÃ³n, Pietro Scappini","Luis Aguirre, Andrea Quattrocchi, Silvio Rodas, Felix Medina, Gonzalo Vivanco, Bruno Sosa, Andrea Frigerio, Mauricio A. Jortack, Rafael Rojas Doria, Roberto Weiss, Fabio Chamorro, Sergio QuiÃ±onez RomÃ¡n, David Gerber","Paraguay, Argentina",2019-03-01,TV-MA,107 min,"Action & Adventure, International Movies",An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border.,2019.0,3.0,Action & Adventure,Paraguay
s7494,TV Show,Way Back into Love,Unknown,"June Tsai, Ray Chang, Lung Shao-hua, Yi-Wen Yen, Ching-kuan Wang, Mai Sato",Taiwan,2018-12-24,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast.",2018.0,12.0,International TV Shows,Taiwan
s5821,Movie,Stink!,Jon J. Whelan,Jeffrey Hollender,United States,2018-11-01,TV-PG,91 min,Documentaries,"After noting a strange odor in his childâ€™s pajamas, a single dadâ€™s search for the source uncovers potentially toxic secrets of the chemical industry.",2018.0,11.0,Documentaries,United States
s6725,Movie,The Open House,"Matt Angel, Suzanne Coote","Dylan Minnette, Piercey Dalton, Patricia Bethune, Sharif Atkins, Aaron Abrams, Edward Olson, Katie Walder, Paul Rae","Canada, United States",2018-01-19,TV-MA,95 min,"Horror Movies, Thrillers","Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them.",2018.0,1.0,Horror Movies,Canada
s5614,Movie,Simon Amstell: Set Free,Julia Knowles,Simon Amstell,United Kingdom,2019-08-20,TV-MA,52 min,Stand-Up Comedy,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",2019.0,8.0,Stand-Up Comedy,United Kingdom
s1929,Movie,Eeda,Ajithkumar,"Shane Nigaam, Nimisha Sajayan, Manikandan R. Achari, Alencier Ley Lopez, Sujith Sankar, P. Balachandran, Sudhi Koppa",India,2018-09-15,TV-14,153 min,"Dramas, International Movies, Romantic Movies",Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.,2018.0,9.0,Dramas,India
s2888,TV Show,I AM A KILLER: RELEASED,Unknown,Unknown,"United Kingdom, United States",2020-08-28,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries","In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession.",2020.0,8.0,British TV Shows,United Kingdom
s2230,Movie,For the Love of Spock,Adam Nimoy,"Leonard Nimoy, William Shatner, George Takei, Nichelle Nichols, Chris Pine, Zachary Quinto, Simon Pegg, Zoe Saldana, Jim Parsons, Jason Alexander, Neil deGrasse Tyson, J.J. Abrams","Canada, United States",2016-12-02,TV-14,112 min,Documentaries,"The son of actor Leonard Nimoy directs this moving look at his father's portrayal of Spock, the iconic ""Star Trek"" character he played for 50 years.",2016.0,12.0,Documentaries,Canada
s5632,TV Show,Singles Villa,Unknown,"Joe Cheng, Lulu Xu, Jiro Wang, Viann Zhang, Han Chengyu",China,2017-06-10,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship.",2017.0,6.0,International TV Shows,China
s7593,Movie,Whisky,"Pablo Stoll, Juan Pablo Rebella","AndrÃ©s Pazos, Mirella Pascual, Jorge Bolani, JosÃ© Pedro Bujaruz, VerÃ³nica Perrotta","Uruguay, Argentina, Germany, Spain",2020-01-22,TV-MA,98 min,"Comedies, Dramas, International Movies","To impress family, a factory owner pretends to be married to one of his employees, and soon, the ""couple"" finds their lives radically altered.",2020.0,1.0,Comedies,Uruguay
s2458,TV Show,Godless,Unknown,"Jeff Daniels, Michelle Dockery, Jack O'Connell, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Sam Waterston, Tantoo Cardinal",United States,2017-11-22,TV-MA,1 Season,TV Dramas,"A ruthless outlaw terrorizes the West in search of a former member of his gang, whoâ€™s found a new life in a quiet town populated only by women.",2017.0,11.0,TV Dramas,United States
s2185,Movie,First Love,Paul Soriano,"Aga Muhlach, Bea Alonzo, Sandy Andolong, Albie CasiÃ±o, Edward Barber, Maureen Mann, Tim Donadt, Giselle Toengi, Raymond Lauchengco, Beverly Salviejo",Philippines,2020-11-12,TV-MA,123 min,"Dramas, International Movies, Romantic Movies",A chance encounter soon intertwines the lives of a reserved businessman and a vibrant photographer who is living with a grave heart condition.,2020.0,11.0,Dramas,Philippines
s6993,Movie,The Wedding Party,Kemi Adetiba,"Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe",Nigeria,2017-04-15,TV-14,101 min,"Comedies, Dramas, International Movies","As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.",2017.0,4.0,Comedies,Nigeria
